0,0.866474428889
5,0.864980352901
10,0.864263196426
15,0.863127698675
20,0.861633622686
25,0.8597660277
30,0.858361596271
35,0.858854641347
40,0.859048871226
45,0.859706264661
50,0.860408480375
55,0.860662473293
60,0.860961288491
65,0.862216312322
70,0.862754179678
75,0.863142639435
80,0.863531099192
85,0.863964381228
90,0.864636715423
95,0.864576952384
100,0.86369544755
105,0.864293077946
110,0.865368812658
115,0.864263196426
120,0.864293077946
125,0.864322959466
130,0.864845886062
135,0.864860826822
140,0.864875767582
145,0.864726359983
150,0.864801063782
155,0.864576952384
160,0.864517189344
165,0.864143670347
170,0.863590862231
175,0.863829914389
180,0.864890708341
185,0.864741300743
190,0.864098848067
195,0.864786123022
200,0.864816004542
